3,0,4.00,3.00,4.00,3.00,1,0,1,1,17.41
3,1,4.00,3.00,4.00,3.00,2,3,0,0,23.62
3,2,4.00,3.00,3.00,4.00,1,4,0,1,21.79
3,3,4.00,3.00,3.00,4.00,3,1,1,0,18.09
3,4,4.00,3.00,4.00,3.00,3,0,0,0,35.30
3,5,4.00,3.00,4.00,3.00,1,3,1,1,15.55
3,6,4.00,3.00,4.00,3.00,4,1,0,0,25.19
3,7,4.00,3.00,3.00,4.00,0,3,0,1,19.20
3,8,4.00,3.00,3.00,4.00,2,1,1,0,27.13
3,9,4.00,3.00,4.00,3.00,0,4,1,1,24.93
3,10,4.00,3.00,3.00,4.00,0,1,1,0,21.58
3,11,4.00,3.00,3.00,4.00,4,2,1,0,29.85
3,12,4.00,3.00,4.00,3.00,3,2,0,0,39.09
3,13,4.00,3.00,3.00,4.00,1,2,0,1,31.49
3,14,4.00,3.00,3.00,4.00,3,4,1,0,22.25
3,15,4.00,3.00,3.00,4.00,0,2,1,0,29.04
3,16,4.00,3.00,3.00,4.00,2,4,1,0,34.07
3,17,4.00,3.00,3.00,4.00,4,0,1,0,28.01
3,18,4.00,3.00,3.00,4.00,2,0,1,0,26.67
3,19,4.00,3.00,3.00,4.00,4,3,1,0,22.53
