16,0,6.00,5.00,4.50,4.00,6.00,5.00,4.00,4.50,54.54
16,1,5.50,3.00,2.50,0.50,5.50,3.00,2.50,0.50,44.56
16,2,4.50,4.00,3.50,0.50,4.50,4.00,3.50,0.50,41.93
16,3,5.50,5.00,1.50,0.50,5.00,5.50,1.50,0.50,12.97
16,4,5.00,4.50,3.00,2.00,5.00,4.50,3.00,2.00,46.21
16,5,6.00,2.50,1.00,0.50,6.00,2.50,1.00,0.50,31.38
16,6,6.00,4.50,3.00,1.00,6.00,4.50,3.00,1.00,33.27
16,7,6.00,3.00,1.50,1.00,6.00,3.00,1.00,1.50,37.47
16,8,4.50,3.50,3.00,1.00,4.50,3.00,3.50,1.00,53.89
16,9,6.00,3.00,2.50,2.00,6.00,3.00,2.50,2.00,51.78
16,10,5.50,4.50,3.50,2.00,5.50,4.50,3.50,2.00,33.17
16,11,4.00,3.00,2.50,1.50,4.00,2.50,3.00,1.50,55.08
16,12,5.50,2.50,1.50,0.50,5.50,2.50,1.50,0.50,38.24
16,13,5.50,4.50,4.00,1.50,4.00,4.50,5.50,1.50,46.64
16,14,4.50,3.50,1.50,1.00,3.50,4.50,1.50,1.00,30.79
