28,451.660
9,565.490
4,1018.590
7,743.570
15,676.650
31,528.640
29,460.990
21,494.310
10,636.170
3,904.520
6,687.900
23,665.030
18,564.010
30,509.020
14,526.580
2,862.120
12,569.800
20,599.190
32,443.700
13,742.250
11,502.370
0,902.480
17,703.870
25,486.730
22,480.230
1,1103.640
27,421.370
16,611.920
8,681.870
19,546.360
5,528.360
26,459.350
24,617.740
