27,0,6.00,5.50,4.50,3.00,6.00,4.50,5.50,3.00,38.31
27,1,5.50,4.50,3.00,1.50,5.50,4.50,3.00,1.50,48.48
27,2,6.00,4.50,3.00,2.00,4.50,6.00,3.00,2.00,23.39
27,3,5.50,3.50,2.50,0.50,5.50,3.50,2.50,0.50,17.51
27,4,3.50,3.00,1.00,0.50,3.50,3.00,1.00,0.50,24.93
27,5,2.00,1.50,1.00,0.50,2.00,1.50,1.00,0.50,31.54
27,6,5.00,4.50,3.50,0.50,4.50,5.00,3.50,0.50,22.95
27,7,6.00,4.50,3.00,0.50,6.00,4.50,3.00,0.50,28.30
27,8,5.00,3.50,3.00,0.50,5.00,3.50,3.00,0.50,30.27
27,9,5.50,4.00,1.00,0.50,5.50,4.00,0.50,1.00,26.49
27,10,6.00,5.50,2.00,1.50,6.00,5.50,2.00,1.50,22.07
27,11,5.50,5.00,3.00,1.50,5.00,5.50,3.00,1.50,35.72
27,12,5.50,5.00,4.00,2.00,4.00,5.50,5.00,2.00,28.12
27,13,5.00,4.50,1.50,1.00,5.00,4.50,1.50,1.00,21.83
27,14,6.00,4.50,2.50,2.00,6.00,4.50,2.50,2.00,21.46
