24,0,6.00,5.00,1.50,0.50,6.00,5.00,1.50,0.50,22.66
24,1,6.00,5.50,3.00,1.50,6.00,5.50,3.00,1.50,46.70
24,2,5.00,4.00,2.50,1.50,5.00,4.00,2.50,1.50,30.19
24,3,6.00,5.50,4.00,1.00,6.00,5.50,4.00,1.00,41.02
24,4,5.50,5.00,3.00,2.50,5.50,5.00,3.00,2.50,31.26
24,5,6.00,3.00,2.00,1.00,6.00,3.00,2.00,1.00,42.69
24,6,6.00,3.00,2.50,1.50,6.00,3.00,2.50,1.50,43.39
24,7,5.00,4.00,1.00,0.50,4.00,5.00,1.00,0.50,29.21
24,8,6.00,4.50,3.50,0.50,6.00,4.50,3.50,0.50,43.66
24,9,4.50,4.00,2.50,0.50,4.00,4.50,2.50,0.50,48.50
24,10,6.00,5.50,3.00,2.00,6.00,5.50,3.00,2.00,42.74
24,11,6.00,5.50,3.50,2.50,6.00,5.50,3.50,2.50,48.52
24,12,5.00,3.50,2.50,2.00,5.00,3.50,2.50,2.00,63.10
24,13,3.00,1.50,1.00,0.50,3.00,1.50,1.00,0.50,40.11
24,14,5.50,4.00,3.50,0.50,5.50,4.00,3.50,0.50,43.99
