26,0,5.00,4.50,2.50,1.50,4.50,5.00,2.50,1.50,28.50
26,1,5.50,4.50,4.00,1.00,5.50,4.00,4.50,1.00,42.82
26,2,5.00,4.50,4.00,3.00,4.50,5.00,3.00,4.00,39.27
26,3,6.00,4.00,3.50,2.50,6.00,2.50,3.50,4.00,32.15
26,4,5.00,3.50,2.00,1.50,5.00,3.50,2.00,1.50,23.26
26,5,4.50,2.50,2.00,0.50,4.50,2.50,2.00,0.50,24.83
26,6,4.00,3.50,3.00,2.50,3.50,4.00,3.00,2.50,41.84
26,7,6.00,5.00,4.00,2.00,5.00,6.00,4.00,2.00,36.21
26,8,4.50,4.00,3.00,1.00,4.50,3.00,4.00,1.00,19.03
26,9,5.50,4.00,2.50,1.50,5.50,4.00,2.50,1.50,20.73
26,10,5.00,4.00,3.50,1.50,5.00,4.00,3.50,1.50,30.65
26,11,5.50,5.00,4.50,2.00,5.00,5.50,4.50,2.00,35.67
26,12,5.50,4.00,2.00,1.50,5.50,4.00,2.00,1.50,20.27
26,13,5.50,4.50,4.00,3.00,5.50,4.50,4.00,3.00,31.77
26,14,4.00,2.50,2.00,0.50,4.00,2.50,2.00,0.50,32.35
