5,0,5.00,4.50,3.50,1.00,5.00,3.50,4.50,1.00,28.24
5,1,5.00,3.50,2.00,1.00,5.00,3.50,2.00,1.00,29.35
5,2,4.50,1.50,1.00,0.50,4.50,1.50,1.00,0.50,47.33
5,3,5.00,2.50,1.50,0.50,5.00,2.50,1.50,0.50,23.69
5,4,5.00,3.00,2.50,1.50,5.00,2.50,3.00,1.50,46.02
5,5,4.50,3.50,2.00,0.50,3.50,4.50,2.00,0.50,43.56
5,6,6.00,2.00,1.00,0.50,6.00,2.00,1.00,0.50,28.23
5,7,4.00,2.50,1.50,0.50,4.00,1.50,2.50,0.50,30.71
5,8,4.50,4.00,1.50,0.50,4.00,4.50,1.50,0.50,30.34
5,9,5.00,3.50,2.00,0.50,5.00,2.00,3.50,0.50,29.41
5,10,6.00,5.50,5.00,3.00,5.50,6.00,5.00,3.00,61.38
5,11,5.50,5.00,2.50,1.00,5.50,5.00,2.50,1.00,42.79
5,12,2.50,1.50,1.00,0.50,2.50,1.00,1.50,0.50,33.04
5,13,6.00,5.50,2.00,0.50,5.50,6.00,2.00,0.50,19.19
5,14,5.50,3.50,3.00,0.50,5.50,3.50,3.00,0.50,35.08
