9,0,6.00,3.50,2.00,0.50,6.00,3.50,2.00,0.50,57.18
9,1,3.50,3.00,1.50,0.50,3.50,3.00,1.50,0.50,22.82
9,2,5.00,3.00,2.50,1.00,5.00,3.00,2.50,1.00,19.27
9,3,6.00,5.00,4.50,2.00,6.00,5.00,4.50,2.00,35.66
9,4,6.00,5.50,3.50,3.00,6.00,5.50,3.50,3.00,45.27
9,5,5.50,5.00,2.50,1.50,5.00,5.50,2.50,1.50,28.45
9,6,5.00,4.50,3.00,1.00,5.00,4.50,3.00,1.00,34.49
9,7,5.50,4.50,3.50,0.50,5.50,4.50,3.50,0.50,38.04
9,8,5.00,3.00,2.00,1.00,5.00,3.00,1.00,2.00,25.91
9,9,5.50,5.00,1.50,1.00,5.00,5.50,1.50,1.00,36.00
9,10,5.50,4.00,3.00,1.50,5.50,4.00,3.00,1.50,29.69
9,11,4.00,2.50,1.00,0.50,4.00,2.50,1.00,0.50,50.91
9,12,4.00,3.50,2.50,0.50,4.00,3.50,2.50,0.50,32.42
9,13,6.00,4.50,4.00,3.50,4.00,3.50,6.00,4.50,60.68
9,14,5.50,5.00,4.00,3.00,5.50,5.00,4.00,3.00,48.70
