14,0,6.00,3.00,1.00,0.50,6.00,3.00,1.00,0.50,20.78
14,1,5.00,4.50,2.00,1.00,4.50,5.00,2.00,1.00,27.80
14,2,5.50,4.00,1.50,1.00,5.50,4.00,1.50,1.00,35.43
14,3,5.00,4.50,4.00,1.00,4.50,5.00,4.00,1.00,36.08
14,4,5.50,5.00,3.50,1.00,5.00,5.50,3.50,1.00,43.43
14,5,6.00,4.00,3.00,0.50,6.00,4.00,3.00,0.50,39.32
14,6,5.50,4.00,3.00,2.50,5.50,4.00,3.00,2.50,41.48
14,7,5.50,5.00,1.00,0.50,5.50,5.00,1.00,0.50,37.13
14,8,5.50,3.00,2.00,1.00,5.50,3.00,2.00,1.00,54.14
14,9,4.00,2.00,1.00,0.50,4.00,2.00,1.00,0.50,32.21
14,10,5.50,3.00,1.00,0.50,5.50,3.00,1.00,0.50,36.31
14,11,6.00,3.50,1.50,1.00,6.00,3.50,1.50,1.00,18.24
14,12,6.00,4.50,4.00,0.50,6.00,4.50,4.00,0.50,51.46
14,13,4.00,3.00,1.00,0.50,4.00,3.00,1.00,0.50,32.07
14,14,5.50,4.00,3.50,1.00,5.50,3.50,4.00,1.00,20.70
