13,0,6.00,5.50,5.00,2.50,6.00,5.00,5.50,2.50,66.64
13,1,6.00,5.00,4.00,0.50,6.00,4.00,5.00,0.50,47.57
13,2,3.50,3.00,2.00,1.00,3.50,3.00,2.00,1.00,45.13
13,3,5.50,3.50,1.50,1.00,3.50,5.50,1.50,1.00,55.02
13,4,5.50,4.50,2.50,0.50,5.50,4.50,2.50,0.50,31.52
13,5,4.50,3.50,2.50,2.00,4.50,3.50,2.50,2.00,61.65
13,6,6.00,4.00,2.50,0.50,6.00,4.00,2.50,0.50,72.42
13,7,3.00,2.00,1.50,1.00,3.00,2.00,1.50,1.00,50.24
13,8,4.50,2.50,1.00,0.50,4.50,2.50,0.50,1.00,48.79
13,9,6.00,4.00,2.50,2.00,6.00,4.00,2.50,2.00,48.28
13,10,6.00,5.00,2.50,2.00,6.00,5.00,2.50,2.00,45.90
13,11,5.50,4.00,1.50,0.50,5.50,4.00,1.50,0.50,30.30
13,12,3.50,3.00,2.50,1.00,3.50,2.50,3.00,1.00,41.09
13,13,6.00,4.50,4.00,1.50,6.00,4.50,4.00,1.50,55.00
13,14,5.00,3.50,3.00,1.00,3.50,5.00,3.00,1.00,42.70
