18,0,4.00,2.00,1.50,1.00,4.00,2.00,1.50,1.00,52.43
18,1,5.50,5.00,2.50,0.50,5.50,5.00,2.50,0.50,34.35
18,2,5.50,3.00,2.00,0.50,5.50,3.00,2.00,0.50,16.07
18,3,5.50,4.50,2.00,0.50,5.50,4.50,2.00,0.50,26.90
18,4,6.00,2.50,2.00,1.00,6.00,2.00,2.50,1.00,35.17
18,5,4.50,3.50,1.00,0.50,3.50,4.50,1.00,0.50,30.06
18,6,6.00,4.50,2.50,1.50,4.50,6.00,2.50,1.50,34.06
18,7,6.00,3.50,2.50,0.50,6.00,3.50,2.50,0.50,43.13
18,8,4.00,3.50,1.00,0.50,4.00,3.50,1.00,0.50,21.26
18,9,5.50,3.00,2.50,2.00,5.50,3.00,2.50,2.00,34.47
18,10,5.00,4.50,3.50,2.50,5.00,4.50,3.50,2.50,27.96
18,11,5.00,4.50,3.50,3.00,3.50,5.00,4.50,3.00,51.18
18,12,5.50,3.00,2.00,1.50,5.50,3.00,2.00,1.50,85.12
18,13,5.50,1.50,1.00,0.50,5.50,1.50,1.00,0.50,51.28
18,14,5.50,5.00,2.00,1.50,5.50,5.00,2.00,1.50,20.57
