10,0,6.00,4.00,2.00,1.50,6.00,4.00,2.00,1.50,45.66
10,1,6.00,5.50,3.00,2.50,6.00,5.50,2.50,3.00,52.26
10,2,4.50,4.00,3.50,2.00,4.50,3.50,4.00,2.00,50.73
10,3,3.00,2.50,1.00,0.50,3.00,2.50,1.00,0.50,31.89
10,4,4.50,4.00,3.00,0.50,4.50,4.00,3.00,0.50,36.88
10,5,4.00,3.50,2.50,1.50,3.50,4.00,1.50,2.50,25.75
10,6,6.00,5.50,2.50,0.50,5.50,6.00,2.50,0.50,38.72
10,7,6.00,5.00,2.50,0.50,6.00,5.00,2.50,0.50,45.50
10,8,6.00,4.00,2.50,1.50,6.00,4.00,2.50,1.50,49.35
10,9,6.00,4.00,3.50,1.50,6.00,4.00,3.50,1.50,72.52
10,10,6.00,4.00,3.50,2.00,6.00,4.00,3.50,2.00,55.18
10,11,5.50,4.50,4.00,2.00,5.50,4.50,4.00,2.00,36.65
10,12,6.00,4.50,2.00,1.50,6.00,4.50,2.00,1.50,36.73
10,13,4.00,3.00,1.50,0.50,4.00,3.00,1.50,0.50,29.65
10,14,3.50,2.50,1.50,1.00,3.50,2.50,1.50,1.00,28.70
