23,0,6.00,5.00,4.00,2.50,6.00,5.00,4.00,2.50,42.09
23,1,6.00,5.00,3.00,1.50,6.00,5.00,3.00,1.50,29.89
23,2,5.50,3.50,2.00,0.50,5.50,3.50,2.00,0.50,36.61
23,3,6.00,4.50,3.50,2.00,3.50,6.00,4.50,2.00,43.66
23,4,5.00,2.00,1.00,0.50,5.00,2.00,1.00,0.50,40.09
23,5,6.00,5.50,2.50,1.00,6.00,5.50,2.50,1.00,29.03
23,6,5.50,4.00,3.50,3.00,5.50,3.50,4.00,3.00,64.35
23,7,6.00,5.00,4.00,1.00,6.00,5.00,4.00,1.00,97.05
23,8,6.00,5.00,2.00,1.00,6.00,5.00,2.00,1.00,39.87
23,9,4.50,3.50,2.50,0.50,3.50,4.50,2.50,0.50,41.21
23,10,6.00,5.00,4.50,2.50,4.50,6.00,5.00,2.50,59.33
23,11,5.50,5.00,4.50,1.50,4.50,5.00,5.50,1.50,62.26
23,12,5.00,4.50,1.00,0.50,5.00,4.50,1.00,0.50,29.06
23,13,5.50,3.00,2.50,1.00,5.50,2.50,3.00,1.00,23.46
23,14,4.50,3.00,2.00,1.50,4.50,3.00,2.00,1.50,27.07
